SUMLEV,REGION,DIVISION,state,county,Stname,ctyname,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,NPOPCHG_2010,NPOPCHG_2011,Births2010,Births2011,Deaths2010,Deaths2011,NATURALINC2010,NATURALINC2011,INTERNATIONALMIG2010,INTERNATIONALMIG2011,DOMESTICMIG2010,DOMESTICMIG2011,NETMIG2010,NETMIG2011,RESIDUAL2010,RESIDUAL2011,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,Rbirth2011,Rdeath2011,RNATURALINC2011,RINTERNATIONALMIG2011,RDOMESTICMIG2011,RNETMIG2011
050,2,4,20,019,Kansas,Chautauqua County,3669,3669,3657,3584,-12,-73,5,31,8,58,-3,-27,0,1,-9,-46,-9,-45,0,-1,79,79,79,8.5623532661,16.019886756,-7.45753349,0.2762049441,-12.70542743,-12.42922248
050,2,4,20,021,Kansas,Cherokee County,21603,21603,21571,21385,-32,-186,58,239,77,264,-19,-25,1,4,-13,-166,-12,-162,-1,1,202,202,202,11.127665518,12.291647267,-1.163981749,0.1862370798,-7.728838812,-7.542601732
050,2,4,20,023,Kansas,Cheyenne County,2726,2726,2724,2718,-2,-6,5,29,8,51,-3,-22,0,2,1,14,1,16,0,0,49,49,49,10.65784638,18.743109151,-8.085262771,0.7350238883,5.1451672179,5.8801911062
050,2,4,20,025,Kansas,Clark County,2215,2215,2203,2143,-12,-60,4,27,4,31,0,-4,0,0,-13,-56,-13,-56,1,0,57,57,57,12.425218592,14.265991717,-1.840773125,0,-25.77082375,-25.77082375
050,2,4,20,027,Kansas,Clay County,8535,8535,8557,8573,22,16,27,104,17,117,10,-13,2,6,10,24,12,30,0,-1,140,140,140,12.142440163,13.660245184,-1.51780502,0.700525394,2.8021015762,3.5026269702
050,2,4,20,029,Kansas,Cloud County,9533,9533,9527,9365,-6,-162,31,128,40,153,-9,-25,0,0,4,-138,4,-138,-1,1,498,498,498,13.550709295,16.197332204,-2.646622909,0,-14.60935846,-14.60935846
050,2,4,20,031,Kansas,Coffey County,8601,8601,8608,8533,7,-75,24,89,15,86,9,3,0,1,-1,-78,-1,-77,-1,-1,130,130,130,10.384458316,10.034420396,0.3500379208,0.1166793069,-9.10098594,-8.984306633
050,2,4,20,033,Kansas,Comanche County,1891,1891,1891,1884,0,-7,4,24,4,23,0,1,0,0,-1,-6,-1,-6,1,-2,65,65,65,12.715231788,12.185430464,0.5298013245,0,-3.178807947,-3.178807947
050,2,4,20,035,Kansas,Cowley County,36311,36311,36286,36272,-25,-14,121,474,112,417,9,57,8,26,-42,-95,-34,-69,0,-2,2004,2004,2004,13.065409741,11.494252874,1.5711568676,0.7166680449,-2.618594779,-1.901926734
050,2,4,20,037,Kansas,Crawford County,39134,39134,39152,39220,18,68,116,517,97,364,19,153,10,35,-11,-119,-1,-84,0,-1,1773,1773,1773,13.19348747,9.2890317971,3.9044556729,0.8931761343,-3.036798857,-2.143622722
050,2,4,20,039,Kansas,Decatur County,2961,2961,2947,2915,-14,-32,6,24,5,47,1,-23,0,0,-15,-8,-15,-8,0,-1,81,81,81,8.1883316274,16.03548277,-7.847151143,0,-2.729443876,-2.729443876
050,2,4,20,041,Kansas,Dickinson County,19754,19754,19778,19739,24,-39,66,260,58,215,8,45,2,5,16,-90,18,-85,-2,1,307,307,307,13.158893641,10.881392818,2.2775008224,0.2530556469,-4.555001645,-4.301945998
050,2,4,20,043,Kansas,Doniphan County,7945,7945,7954,7945,9,-9,22,85,14,74,8,11,0,1,2,-20,2,-19,-1,-1,427,427,427,10.692496383,9.3087615573,1.3837348261,0.1257940751,-2.515881502,-2.390087427
050,2,4,20,045,Kansas,Douglas County,110826,110826,111223,112211,397,988,312,1227,138,567,174,660,95,332,125,1,220,333,3,-5,8792,8815,8813,10.983109106,5.0753242568,5.9077848492,2.9717948029,0.0089511892,2.9807459921
050,2,4,20,047,Kansas,Edwards County,3037,3037,3050,3020,13,-30,8,37,5,35,3,2,0,3,10,-36,10,-33,0,1,35,35,35,12.191103789,11.532125206,0.6589785832,0.9884678748,-11.8616145,-10.87314662
050,2,4,20,049,Kansas,Elk County,2882,2882,2878,2811,-4,-67,8,36,4,36,4,0,0,0,-9,-68,-9,-68,1,1,40,40,40,12.656002812,12.656002812,0,0,-23.90578309,-23.90578309
050,2,4,20,051,Kansas,Ellis County,28452,28452,28450,28742,-2,292,91,381,58,250,33,131,2,6,-37,154,-35,160,0,1,1033,1033,1033,13.323541754,8.7424814659,4.5810602882,0.2098195552,5.385368583,5.5951881382
050,2,4,20,053,Kansas,Ellsworth County,6497,6497,6515,6483,18,-32,13,62,15,83,-2,-21,0,2,20,-13,20,-11,0,0,983,983,983,9.5399292199,12.771195569,-3.231266349,0.3077396523,-2.00030774,-1.692568087
050,2,4,20,055,Kansas,Finney County,36776,36776,36977,37083,201,106,187,752,33,186,154,566,41,123,7,-590,48,-467,-1,7,548,548,548,20.307858493,5.0229543613,15.284904132,3.3216311099,-15.93302728,-12.61139617
050,2,4,20,057,Kansas,Ford County,33848,33848,34078,34568,230,490,164,690,49,226,115,464,42,172,72,-145,114,27,1,-1,708,708,708,20.103137838,6.5845060164,13.518631821,5.0112169682,-4.224572444,0.7866445241
050,2,4,20,059,Kansas,Franklin County,25992,25992,26024,25931,32,-93,81,339,62,248,19,91,1,12,13,-197,14,-185,-1,1,478,478,478,13.049754595,9.5467231258,3.5030314695,0.4619382158,-7.583485709,-7.121547493
050,2,4,20,061,Kansas,Geary County,34362,34362,35319,35323,957,4,252,1007,42,201,210,806,62,109,663,-924,725,-815,22,13,847,847,847,28.509951587,5.6906656097,22.819285977,3.0859828431,-26.16007474,-23.0740919
050,2,4,20,063,Kansas,Gove County,2695,2695,2688,2697,-7,9,8,33,6,57,2,-24,0,0,-8,33,-8,33,-1,0,56,56,56,12.256267409,21.169916435,-8.913649025,0,12.256267409,12.256267409
050,2,4,20,065,Kansas,Graham County,2597,2597,2607,2641,10,34,6,25,5,34,1,-9,0,0,9,43,9,43,0,0,40,40,40,9.5274390244,12.957317073,-3.429878049,0,16.387195122,16.387195122
050,2,4,20,067,Kansas,Grant County,7829,7829,7852,7964,23,112,32,133,2,27,30,106,11,34,-18,-26,-7,8,0,-2,79,79,79,16.818411735,3.4142640364,13.404147699,4.2994436014,-3.287809813,1.0116337886
050,2,4,20,069,Kansas,Gray County,6006,6006,6028,6113,22,85,22,96,5,37,17,59,3,27,2,-1,5,26,0,0,78,78,78,15.814183346,6.0950498312,9.7191335145,4.447739066,-0.164731077,4.2830079895
050,2,4,20,071,Kansas,Greeley County,1247,1247,1257,1258,10,1,2,18,3,14,-1,4,0,1,11,-3,11,-2,0,-1,26,26,26,14.314115308,11.133200795,3.1809145129,0.7952286282,-2.385685885,-1.590457256
050,2,4,20,073,Kansas,Greenwood County,6689,6689,6680,6644,-9,-36,14,62,10,85,4,-23,0,0,-11,-13,-11,-13,-2,0,90,90,90,9.3065145602,12.758931252,-3.452416692,0,-1.951365956,-1.951365956
050,2,4,20,075,Kansas,Hamilton County,2690,2690,2704,2666,14,-38,14,57,4,23,10,34,2,9,1,-82,3,-73,1,1,0,0,0,21.229050279,8.5661080074,12.662942272,3.3519553073,-30.54003724,-27.18808194
050,2,4,20,077,Kansas,Harper County,6034,6034,6033,5993,-1,-40,17,76,18,108,-1,-32,0,2,1,-9,1,-7,-1,-1,129,129,129,12.639281557,17.961084317,-5.321802761,0.3326126725,-1.496757026,-1.164144354
050,2,4,20,079,Kansas,Harvey County,34684,34684,34751,34846,67,95,116,452,92,339,24,113,12,49,34,-66,46,-17,-3,-1,1311,1311,1311,12.989065621,9.7417992155,3.2472664052,1.4081066713,-1.896633476,-0.488526804
050,2,4,20,081,Kansas,Haskell County,4256,4256,4277,4285,21,8,13,68,3,23,10,45,1,8,9,-46,10,-38,1,1,33,33,33,15.88413922,5.3725765008,10.511562719,1.8687222612,-10.745153,-8.87643074
050,2,4,20,083,Kansas,Hodgeman County,1916,1916,1915,1966,-1,51,6,20,3,25,3,-5,0,0,-5,55,-5,55,1,1,14,14,14,10.306622005,12.883277506,-2.576655501,0,28.343210513,28.343210513
050,2,4,20,085,Kansas,Jackson County,13462,13462,13485,13433,23,-52,39,163,23,132,16,31,0,0,7,-83,7,-83,0,0,133,133,133,12.11085519,9.807563712,2.3032914778,0,-6.166877183,-6.166877183
050,2,4,20,087,Kansas,Jefferson County,19126,19126,19130,18941,4,-189,43,195,32,143,11,52,0,4,-5,-244,-5,-240,-2,-1,235,235,235,10.244017756,7.512279688,2.7317380683,0.2101336976,-12.81815555,-12.60802185
050,2,4,20,089,Kansas,Jewell County,3077,3077,3075,3096,-2,21,4,25,4,45,0,-20,0,0,-3,42,-3,42,1,-1,27,27,27,8.1024145195,14.584346135,-6.481931616,0,13.612056393,13.612056393
050,2,4,20,091,Kansas,Johnson County,544179,544179,545741,552991,1562,7250,1837,7309,793,3296,1044,4013,281,1082,246,2164,527,3246,-9,-9,5166,5166,5166,13.304427285,5.9996432251,7.3047840602,1.9695430733,3.9390861466,5.9086292199
050,2,4,20,093,Kansas,Kearny County,3977,3977,3991,3987,14,-4,14,60,3,33,11,27,5,21,-2,-52,3,-31,0,0,81,81,81,15.04136375,8.2727500627,6.7686136876,5.2644773126,-13.03584858,-7.771371271
050,2,4,20,095,Kansas,Kingman County,7858,7858,7845,7853,-13,8,18,86,14,102,4,-16,0,0,-16,23,-16,23,-1,1,190,190,190,10.956809785,12.995286024,-2.038476239,0,2.9303095936,2.9303095936
050,2,4,20,097,Kansas,Kiowa County,2553,2553,2565,2549,12,-16,6,29,3,28,3,1,0,2,9,-20,9,-18,0,1,149,149,149,11.341415722,10.950332421,0.3910833007,0.7821666015,-7.821666015,-7.039499413
050,2,4,20,099,Kansas,Labette County,21607,21607,21566,21511,-41,-55,67,278,65,249,2,29,1,10,-45,-94,-44,-84,1,0,480,480,480,12.907119809,11.560693642,1.3464261671,0.4642848852,-4.364277921,-3.899993036
050,2,4,20,101,Kansas,Lane County,1750,1750,1742,1749,-8,7,4,16,2,21,2,-5,0,0,-11,12,-11,12,1,0,3,3,3,9.1664279576,12.030936694,-2.864508737,0,6.8748209682,6.8748209682
050,2,4,20,103,Kansas,Leavenworth County,76227,76227,76511,77176,284,665,230,934,133,519,97,415,47,70,138,182,185,252,2,-2,6561,6561,6561,12.154573907,6.7539869996,5.4005869072,0.9109423699,2.3684501617,3.2793925316
050,2,4,20,105,Kansas,Lincoln County,3241,3241,3234,3215,-7,-19,7,35,8,39,-1,-4,0,0,-6,-14,-6,-14,0,-1,50,50,50,10.85439603,12.094898434,-1.240502403,0,-4.341758412,-4.341758412
050,2,4,20,107,Kansas,Linn County,9656,9656,9640,9612,-16,-28,21,92,16,118,5,-26,0,0,-20,-1,-20,-1,-1,-1,63,63,63,9.5574485768,12.258466653,-2.701018076,0,-0.103885311,-0.103885311
050,2,4,20,109,Kansas,Logan County,2756,2756,2772,2783,16,11,8,30,3,23,5,7,0,1,10,3,10,4,1,0,41,41,41,10.801080108,8.2808280828,2.5202520252,0.3600360036,1.0801080108,1.4401440144
050,2,4,20,111,Kansas,Lyon County,33690,33690,33654,33764,-36,110,110,442,75,263,35,179,43,156,-118,-225,-75,-69,4,0,1444,1444,1444,13.112225222,7.8020706636,5.3101545581,4.6278441959,-6.674775283,-2.046931087
050,2,4,20,113,Kansas,McPherson County,29180,29180,29143,29241,-37,98,71,324,95,366,-24,-42,1,8,-12,136,-11,144,-2,-4,925,925,925,11.098931214,12.537681557,-1.438750343,0.2740476843,4.6588106331,4.9328583173
050,2,4,20,115,Kansas,Marion County,12660,12660,12658,12538,-2,-120,30,115,28,156,2,-41,0,2,-3,-81,-3,-79,-1,0,723,723,723,9.1284330846,12.382917923,-3.254484839,0.158755358,-6.429591999,-6.270836641
050,2,4,20,117,Kansas,Marshall County,10117,10117,10105,10005,-12,-100,25,108,20,124,5,-16,0,1,-16,-85,-16,-84,-1,0,164,164,164,10.740924913,12.332173048,-1.591248135,0.0994530085,-8.453505719,-8.35405271
050,2,4,20,119,Kansas,Meade County,4575,4575,4595,4531,20,-64,11,50,4,46,7,4,0,5,14,-73,14,-68,-1,0,119,119,119,10.957703265,10.081087004,0.8766162612,1.0957703265,-15.99824677,-14.90247644
050,2,4,20,121,Kansas,Miami County,32787,32787,32842,32715,55,-127,96,389,74,260,22,129,1,11,32,-269,33,-258,0,2,645,645,645,11.867535122,7.9320286163,3.9355065058,0.3355858261,-8.206598838,-7.871013012
050,2,4,20,123,Kansas,Mitchell County,6373,6373,6352,6295,-21,-57,16,74,21,102,-5,-28,0,1,-16,-30,-16,-29,0,0,246,246,246,11.702380011,16.130307583,-4.427927572,0.1581402704,-4.744208113,-4.586067842
050,2,4,20,125,Kansas,Montgomery County,35471,35471,35373,34911,-98,-462,101,444,110,404,-9,40,8,38,-99,-546,-91,-508,2,6,1112,1112,1112,12.634454499,11.496215355,1.138239144,1.0813271868,-15.53696432,-14.45563713
050,2,4,20,127,Kansas,Morris County,5923,5923,5911,5888,-12,-23,12,55,12,78,0,-23,0,2,-12,-2,-12,0,0,0,66,66,66,9.3228239681,13.221459446,-3.898635478,0.3390117807,-0.339011781,0
050,2,4,20,129,Kansas,Morton County,3233,3233,3231,3198,-2,-33,9,39,5,34,4,5,1,7,-7,-45,-6,-38,0,0,83,83,83,12.132524498,10.57707264,1.5554518588,2.1776326023,-13.99906673,-11.82143413
050,2,4,20,131,Kansas,Nemaha County,10178,10178,10170,10113,-8,-57,27,129,21,100,6,29,0,0,-14,-86,-14,-86,0,0,259,259,259,12.720011833,9.8604742888,2.8595375438,0,-8.480007888,-8.480007888
050,2,4,20,133,Kansas,Neosho County,16512,16512,16497,16449,-15,-48,53,208,37,181,16,27,0,7,-30,-82,-30,-75,-1,0,450,450,450,12.626722516,10.987676804,1.6390457112,0.424937777,-4.97784253,-4.552904753
050,2,4,20,135,Kansas,Ness County,3107,3107,3110,3120,3,10,10,29,5,39,5,-10,0,1,-1,19,-1,20,-1,0,70,70,70,9.3097913323,12.520064205,-3.210272873,0.3210272873,6.0995184591,6.4205457464
050,2,4,20,137,Kansas,Norton County,5671,5671,5665,5635,-6,-30,10,49,7,73,3,-24,1,4,-8,-10,-7,-6,-2,0,822,822,822,8.6725663717,12.920353982,-4.247787611,0.7079646018,-1.769911504,-1.061946903
050,2,4,20,139,Kansas,Osage County,16295,16295,16290,16306,-5,16,45,174,52,214,-7,-40,1,0,2,56,3,56,-1,0,194,194,194,10.676156584,13.130445453,-2.45428887,0,3.4360044177,3.4360044177
050,2,4,20,141,Kansas,Osborne County,3858,3858,3847,3847,-11,0,12,37,6,49,6,-12,0,1,-17,12,-17,13,0,-1,100,100,100,9.6178840655,12.737197816,-3.119313751,0.2599428126,3.119313751,3.3792565636
050,2,4,20,143,Kansas,Ottawa County,6091,6091,6097,6119,6,22,19,68,10,64,9,4,0,1,-3,18,-3,19,0,-1,98,98,98,11.132940406,10.478061559,0.6548788474,0.1637197119,2.9469548134,3.1106745252
050,2,4,20,145,Kansas,Pawnee County,6973,6973,6983,7011,10,28,20,77,8,81,12,-4,1,3,-2,30,-1,33,-1,-1,1026,1026,1026,11.004716307,11.576389881,-0.571673574,0.4287551808,4.2875518079,4.7163069887
050,2,4,20,147,Kansas,Phillips County,5642,5642,5636,5555,-6,-81,13,54,10,76,3,-22,1,3,-10,-61,-9,-58,0,-1,68,68,68,9.650612099,13.582342954,-3.931730855,0.5361451166,-10.90161737,-10.36547225
050,2,4,20,149,Kansas,Pottawatomie County,21604,21604,21712,21920,108,208,93,359,41,175,52,184,6,26,48,1,54,27,2,-3,299,299,299,16.455812248,8.0216354969,8.434176751,1.1917858453,0.0458379171,1.2376237624
050,2,4,20,151,Kansas,Pratt County,9656,9656,9648,9676,-8,28,27,115,17,100,10,15,3,11,-21,3,-18,14,0,-1,380,380,380,11.902297661,10.349824053,1.5524736079,1.1384806458,0.3104947216,1.4489753674
050,2,4,20,153,Kansas,Rawlins County,2519,2519,2506,2512,-13,6,4,23,3,27,1,-4,0,0,-14,10,-14,10,0,0,40,40,40,9.1669988043,10.761259466,-1.594260662,0,3.985651654,3.985651654
050,2,4,20,155,Kansas,Reno County,64511,64511,64576,64607,65,31,188,790,179,690,9,100,6,17,53,-83,59,-66,-3,-3,3129,3129,3129,12.230711471,10.682520146,1.5481913255,0.2631925253,-1.2849988,-1.021806275
050,2,4,20,157,Kansas,Republic County,4980,4980,4954,4907,-26,-47,8,43,15,80,-7,-37,0,0,-19,-10,-19,-10,0,0,103,103,103,8.7212250279,16.225534936,-7.504309908,0,-2.028191867,-2.028191867
050,2,4,20,159,Kansas,Rice County,10083,10083,10107,10076,24,-31,31,120,21,115,10,5,0,4,15,-40,15,-36,-1,0,648,648,648,11.891195561,11.395729079,0.4954664817,0.3963731854,-3.963731854,-3.567358668
050,2,4,20,161,Kansas,Riley County,71115,71115,71482,72997,367,1515,275,1082,72,325,203,757,131,242,32,513,163,755,1,3,9127,9127,9127,14.977955274,4.498923719,10.479031555,3.3499678154,7.1013780549,10.45134587
050,2,4,20,163,Kansas,Rooks County,5181,5181,5176,5182,-5,6,13,68,10,77,3,-9,0,0,-8,15,-8,15,0,0,72,72,72,13.129947866,14.867735084,-1.737787218,0,2.8963120293,2.8963120293
050,2,4,20,165,Kansas,Rush County,3307,3307,3323,3238,16,-85,6,27,5,34,1,-7,0,2,15,-80,15,-78,0,0,67,67,67,8.2304526749,10.364273739,-2.133821064,0.6096631611,-24.38652644,-23.77686328
050,2,4,20,167,Kansas,Russell County,6970,6970,6983,6956,13,-27,23,84,15,94,8,-10,1,7,5,-25,6,-18,-1,1,89,89,89,12.052514528,13.487337686,-1.434823158,1.0043762106,-3.587057895,-2.582681684
050,2,4,20,169,Kansas,Saline County,55606,55606,55746,55844,140,98,196,820,111,459,85,361,16,57,40,-322,56,-265,-1,2,1465,1465,1465,14.696657407,8.2265435971,6.4701138095,1.0215969173,-5.771126445,-4.749529528
050,2,4,20,171,Kansas,Scott County,4936,4936,4952,4910,16,-42,9,70,9,73,0,-3,1,4,14,-42,15,-38,1,-1,105,105,105,14.195903468,14.804299331,-0.608395863,0.8111944839,-8.517542081,-7.706347597
050,2,4,20,173,Kansas,Sedgwick County,498365,498365,499301,501076,936,1775,1967,8002,960,3924,1007,4078,215,470,-284,-2791,-69,-2321,-2,18,7252,7252,7252,15.997968766,7.845042419,8.1529263468,0.9396457536,-5.579896379,-4.640250626
050,2,4,20,175,Kansas,Seward County,22952,22952,23023,23328,71,305,114,516,15,135,99,381,37,127,-66,-204,-29,-77,1,1,476,476,476,22.264891804,5.8251170417,16.439774762,5.4799249207,-8.802399085,-3.322474165
050,2,4,20,177,Kansas,Shawnee County,177934,177934,178276,178941,342,665,613,2435,390,1660,223,775,50,157,73,-261,123,-104,-4,-6,4397,4397,4397,13.633169754,9.294070551,4.339099203,0.879017516,-1.461296635,-0.582279119
050,2,4,20,179,Kansas,Sheridan County,2556,2556,2551,2552,-5,1,4,23,2,29,2,-6,0,0,-7,7,-7,7,0,0,33,33,33,9.0143053106,11.365863218,-2.351557907,0,2.743484225,2.743484225
050,2,4,20,181,Kansas,Sherman County,6010,6010,6014,6054,4,40,18,70,8,87,10,-17,3,17,-9,41,-6,58,0,-1,102,102,102,11.600928074,14.418296321,-2.817368247,2.8173682466,6.7948293006,9.6121975472
050,2,4,20,183,Kansas,Smith County,3853,3853,3864,3834,11,-30,8,33,6,52,2,-19,0,0,9,-10,9,-10,0,-1,56,56,56,8.5736554949,13.510002598,-4.936347103,0,-2.598077423,-2.598077423
050,2,4,20,185,Kansas,Stafford County,4437,4437,4423,4371,-14,-52,10,47,9,56,1,-9,0,4,-14,-46,-14,-42,-1,-1,69,69,69,10.689106209,12.735956334,-2.046850125,0.9097111667,-10.46167842,-9.55196725
050,2,4,20,187,Kansas,Stanton County,2235,2235,2252,2250,17,-2,6,31,1,19,5,12,0,8,11,-22,11,-14,1,0,47,47,47,13.771657041,8.4406930253,5.330964016,3.5539760107,-9.773434029,-6.219458019
050,2,4,20,189,Kansas,Stevens County,5724,5724,5748,5613,24,-135,19,83,3,34,16,49,2,7,6,-192,8,-185,0,1,72,72,72,14.611389842,5.9853886102,8.6260012323,1.2322858903,-33.79984156,-32.56755567
050,2,4,20,191,Kansas,Sumner County,24132,24132,24099,23787,-33,-312,83,286,68,263,15,23,0,0,-48,-338,-48,-338,0,3,409,409,409,11.945036127,10.984421334,0.9606147935,0,-14.11686088,-14.11686088
050,2,4,20,193,Kansas,Thomas County,7900,7900,7949,7977,49,28,27,110,7,66,20,44,3,8,26,-24,29,-16,0,0,353,353,353,13.813889238,8.2883335426,5.5255556951,1.00464649,-3.01393947,-2.00929298
050,2,4,20,195,Kansas,Trego County,3001,3001,2995,2930,-6,-65,6,29,7,48,-1,-19,0,0,-4,-45,-4,-45,-1,-1,64,64,64,9.7890295359,16.202531646,-6.41350211,0,-15.18987342,-15.18987342
050,2,4,20,197,Kansas,Wabaunsee County,7053,7053,7046,7026,-7,-20,18,81,4,54,14,27,0,2,-21,-48,-21,-46,0,-1,90,90,90,11.512222854,7.6748152359,3.837407618,0.2842524161,-6.822057987,-6.537805571
050,2,4,20,199,Kansas,Wallace County,1485,1485,1486,1527,1,41,2,14,2,19,0,-5,0,0,1,46,1,46,0,0,19,19,19,9.293063392,12.612014603,-3.318951211,0,30.534351145,30.534351145
050,2,4,20,201,Kansas,Washington County,5799,5799,5798,5845,-1,47,13,63,13,94,0,-31,0,2,0,76,0,78,-1,0,114,114,114,10.821953105,16.147041141,-5.325088036,0.3435540668,13.055054539,13.398608606
050,2,4,20,203,Kansas,Wichita County,2234,2234,2242,2276,8,34,7,31,2,24,5,7,1,4,2,23,3,27,0,0,26,26,26,13.722886233,10.624169987,3.0987162461,1.7706949978,10.181496237,11.952191235
050,2,4,20,205,Kansas,Wilson County,9409,9409,9402,9300,-7,-102,30,118,34,145,-4,-27,0,0,-3,-74,-3,-74,0,-1,121,121,121,12.618971233,15.506362956,-2.887391723,0,-7.913592129,-7.913592129
050,2,4,20,207,Kansas,Woodson County,3309,3309,3307,3292,-2,-15,9,42,10,62,-1,-20,0,0,0,4,0,4,-1,1,39,39,39,12.729201394,18.790725868,-6.061524473,0,1.2123048947,1.2123048947
050,2,4,20,209,Kansas,Wyandotte County,157505,157505,157811,158224,306,413,672,2756,318,1318,354,1438,141,561,-189,-1598,-48,-1037,0,12,1335,1335,1335,17.441106207,8.3408483238,9.1002578828,3.5502396886,-10.11280396,-6.562564273
040,3,6,21,000,Kentucky,Kentucky,4339367,4339362,4347223,4369356,7861,22133,13991,56447,10486,41945,3505,14502,1458,4845,2920,2841,4378,7686,-22,-55,125870,125877,125879,12.951640776,9.6241885721,3.3274522034,1.1116746604,0.6518612405,1.763535901
050,3,6,21,001,Kentucky,Adair County,18656,18656,18615,18686,-41,71,53,205,62,220,-9,-15,0,0,-32,86,-32,86,0,0,1055,1055,1055,10.991662422,11.795930404,-0.804267982,0,4.6111364307,4.6111364307
050,3,6,21,003,Kentucky,Allen County,19956,19956,20000,20140,44,140,58,236,67,233,-9,3,1,9,52,128,53,137,0,0,197,197,197,11.758844046,11.609367215,0.1494768311,0.4484304933,6.3776781266,6.8261086198
050,3,6,21,005,Kentucky,Anderson County,21421,21421,21479,21644,58,165,69,265,46,176,23,89,2,4,33,72,35,76,0,0,108,108,108,12.290425063,8.1626974005,4.1277276627,0.18551585,3.3392853002,3.5248011502
050,3,6,21,007,Kentucky,Ballard County,8249,8249,8263,8253,14,-10,23,96,24,107,-1,-11,0,2,14,0,14,2,1,-1,127,127,127,11.625090821,12.957132478,-1.332041657,0.2421893921,0,0.2421893921
050,3,6,21,009,Kentucky,Barren County,42173,42173,42135,42269,-38,134,125,509,124,472,1,37,4,14,-43,84,-39,98,0,-1,702,702,702,12.061039761,11.184304061,0.8767356997,0.3317378323,1.990426994,2.3221648263
050,3,6,21,011,Kentucky,Bath County,11591,11591,11624,11742,33,118,39,156,33,155,6,1,0,1,27,115,27,116,0,1,103,103,103,13.352734743,13.267140289,0.0855944535,0.0855944535,9.8433621501,9.9289566036
050,3,6,21,013,Kentucky,Bell County,28691,28691,28700,28725,9,25,88,363,108,362,-20,1,1,5,28,20,29,25,0,-1,952,952,952,12.642577275,12.607749238,0.0348280366,0.1741401828,0.6965607314,0.8707009142
050,3,6,21,015,Kentucky,Boone County,118811,118811,119314,121737,503,2423,429,1710,203,759,226,951,79,275,196,1188,275,1463,2,9,835,835,835,14.187868957,6.2974225371,7.8904464201,2.2816748323,9.8568352755,12.138510108
050,3,6,21,017,Kentucky,Bourbon County,19985,19985,19972,19998,-13,26,57,229,60,221,-3,8,5,20,-16,-1,-11,19,1,-1,236,236,236,11.458593945,11.05829372,0.4003002252,1.0007505629,-0.050037528,0.9507130348
050,3,6,21,019,Kentucky,Boyd County,49542,49538,49613,49466,75,-147,143,581,150,574,-7,7,5,14,76,-166,81,-152,1,-2,2338,2338,2338,11.728015018,11.586713633,0.1413013858,0.2826027715,-3.350861434,-3.068258662
050,3,6,21,021,Kentucky,Boyle County,28432,28451,28480,28550,29,70,74,285,88,293,-14,-8,8,24,36,55,44,79,-1,-1,2301,2301,2301,9.9947396107,10.275293705,-0.280554094,0.841662283,1.9288093986,2.7704716816
050,3,6,21,023,Kentucky,Bracken County,8488,8488,8506,8513,18,7,27,117,14,108,13,9,0,0,4,0,4,0,1,-2,41,41,41,13.749338974,12.691697515,1.0576414595,0,0,0
050,3,6,21,025,Kentucky,Breathitt County,13878,13878,13885,13842,7,-43,37,165,51,193,-14,-28,0,0,21,-14,21,-14,0,-1,322,322,322,11.901756411,13.921448408,-2.019691997,0,-1.009845998,-1.009845998
050,3,6,21,027,Kentucky,Breckinridge County,20059,20051,20075,20256,24,181,58,228,56,201,2,27,0,1,22,152,22,153,0,1,301,301,301,11.306439215,9.9675187821,1.3389204334,0.0495896457,7.5376261437,7.5872157893
050,3,6,21,029,Kentucky,Bullitt County,74319,74319,74479,75109,160,630,184,738,125,491,59,247,3,5,96,376,99,381,2,2,340,340,340,9.8671016392,6.564697703,3.3024039361,0.0668502821,5.0271412145,5.0939914966
050,3,6,21,031,Kentucky,Butler County,12690,12690,12730,12827,40,97,43,180,21,123,22,57,3,17,16,24,19,41,-1,-1,203,203,203,14.086160347,9.6255429041,4.4606174434,1.3303595884,1.878154713,3.2085143014
050,3,6,21,033,Kentucky,Caldwell County,12984,12984,12974,12973,-10,-1,39,162,56,170,-17,-8,1,4,6,4,7,8,0,-1,148,148,148,12.486992716,13.103634332,-0.616641616,0.3083208078,0.3083208078,0.6166416156
050,3,6,21,035,Kentucky,Calloway County,37191,37191,37292,37544,101,252,106,413,95,396,11,17,11,56,79,180,90,236,0,-1,2952,2952,2952,11.037468598,10.583141803,0.4543267946,1.4966059116,4.8105190016,6.3071249131
050,3,6,21,037,Kentucky,Campbell County,90336,90336,90534,90940,198,406,308,1232,201,825,107,407,8,33,83,-28,91,5,0,-6,2963,2963,2963,13.577702591,9.0922115565,4.4854910345,0.3636884623,-0.30858415,0.0551043125
050,3,6,21,039,Kentucky,Carlisle County,5104,5104,5105,5048,1,-57,12,52,6,70,6,-18,0,0,-4,-39,-4,-39,-1,0,60,60,60,10.243277849,13.789027874,-3.545750025,0,-7.682458387,-7.682458387
050,3,6,21,041,Kentucky,Carroll County,10811,10811,10801,11013,-10,212,39,174,28,121,11,53,6,23,-28,136,-22,159,1,0,325,325,325,15.953057669,11.093792977,4.8592646924,2.108737508,12.469056569,14.577794077
